Serial2;F05_01;F05_01 ENG;F05_02;F05_02 ENG;F05_03;F05_04;F12;F13;F15;F15 ENG;F16;F16 ENG;F17;F20;F21;F30;F30 ENG;F31_01;F31_01_ENG;F31_02;F31_02_ENG;F31_03;F31_03_ENG;F31_04;F31_04_ENG;F31_05;F31_05_ENG;F31_06;F31_06_ENG;F31_07;F31_07_ENG;F31_08;F31_08_ENG;F31_09;F32;F33;hFerienDauer;hGruppePersonen;F80;F80_a05;F81_01;F81_02;F81_03;F81_04;F81_05;F81_06;F81_Total;F82_01;F82_02;F82_03;F82_04;F82_05;F82_06;F82_07;F82_Total;F83;F85;F105;F105A;F105_Code;F105_Code_nr;F105_OrgCode;F125;F125_ENG;F125_a11;F125_a11 ENG;F130;F130_a07;F135_01;F12_F13_Mittelwert_2Cat_final
11417;Europa;Europe;Frankreich;France;Grand Est;;12.05.23;14.05.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;3;2;€;;210;0;50;0;35;50;345;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Serviced Apartments / Chalets / Villas (Service während Aufenthalt);Serviced Apartments / Chalets / Villas (service during stay);;;;;3;Summer
20038;Europa;Europe;Frankreich;France;Occitanie;;22.08.23;25.08.23;Sommer;Summer;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;2;4;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;4;2;€;;210;0;125;50;21;230;636;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Andere;Other;Airbnb;AirBnB;;;1;Summer
3217;Asien;Asia;Indien;India;Telangana;;09.02.23;15.02.23;Winter;Winter;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;3;3;Nein;Non;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;7;1;CHF;;210;100;210;0;0;0;520;;;;;;;;;;Ja;Montreux;;Montreux;289;Montreux Riviera;Jugendherberge / Hostel;Youth Hostel / Hostel;;;;;1;Winter
24300;Europa;Europe;Schweiz;Switzerland;Zürich;;28.12.23;08.01.24;Winter;Winter;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;4;;12;4;CHF;;210;0;0;0;80;0;290;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;Nicht bekannt;;12;Winter
9574;Europa;Europe;Schweiz;Switzerland;Aargau;;15.04.23;18.04.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;;5;;4;5;CHF;;200;300;500;0;0;0;1000;;;;;;;;;;Ja;Bex;;Bex;670;Villars-Diablerets-Gryon-Bex;Gemietete Wohnung / Haus;Rented apartment / house;;;;;4;Winter
15662;Europa;Europe;Schweiz;Switzerland;Aargau;;16.07.23;21.07.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;2;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;6;2;CHF;;200;0;600;0;0;0;800;;;;;;;;;;Ja;L'Abbaye;;L'Abbaye;644;Vallée de Joux;Campingplatz;Campsite;;;;;2;Summer
24564;Europa;Europe;Frankreich;France;Auvergne-Rhône-Alpes;;11.01.24;14.01.24;Winter;Winter;Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz;Round trip through Europe: only one overnight stay in Switzerland;;;4;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;4;2;€;;200;250;0;0;0;0;450;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;***;;1;Winter
10885;Europa;Europe;Schweiz;Switzerland;Bern;;28.04.23;29.04.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;2;2;CHF;;200;20;100;0;0;40;360;;;;;;;;;;Ja;Chexbres;;Chexbres;286;Montreux Riviera;Hotel / Kurhaus;Hotel / Spa House;;;****;;2;Winter
15028;Europa;Europe;Schweiz;Switzerland;Bern;;04.08.23;06.08.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;;18;3;18;CHF;;200;0;150;0;0;50;400;;;;;;;;;;Ja;Yverdon-les-Bains;;Yverdon-les-Bains;695;Yverdon-les-Bains Région;Campingplatz;Campsite;;;;;3;Summer
11485;Europa;Europe;Frankreich;France;Bourgogne-Franche-Comté;;19.05.23;20.05.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;2;2;€;;200;25;150;150;350;0;875;;;;;;;;;;Ja;Chavannes-de-Bogis;;Chavannes-de-Bogis;308;Nyon Région Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;****;;2;Summer
20213;Europa;Europe;Spanien;Spain;Catalunya;;24.08.23;27.08.23;Sommer;Summer;Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz;Round trip through Europe: only one overnight stay in Switzerland;;;15;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;6;;4;6;CHF;;200;0;500;100;0;0;800;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Campingplatz;Campsite;;;;;3;Summer
22040;Nord- und Mittelamerika;North and Central America;Vereinigte Staaten von Amerika;United States of America;District of Columbia;;27.08.23;04.10.23;Sommer;Summer;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;4;30;Nein;Non;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;39;1;$;;200;2000;500;100;400;300;3500;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Bed & Breakfast;Bed & Breakfast;;;;;1;Summer
6736;Europa;Europe;Vereinigtes Königreich;United Kingdom;England;Cheshire East;09.02.23;14.03.23;Winter;Winter;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;2;;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;34;2;£;;200;150;300;50;0;0;700;;;;;;;;;;Ja;Montreux;;Montreux;289;Montreux Riviera;Hotel / Kurhaus;Hotel / Spa House;;;***;;1;Winter
9681;Europa;Europe;Vereinigtes Königreich;United Kingdom;England;Kent;19.04.23;20.04.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;2;1;CHF;;200;60;80;150;0;50;540;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;****;;2;Winter
13540;Europa;Europe;Schweiz;Switzerland;Freiburg;;06.07.23;08.07.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;;2;;3;2;CHF;;200;100;200;0;0;0;500;;;;;;;;;;Ja;L'Abbaye;;L'Abbaye;644;Vallée de Joux;Hotel / Kurhaus;Hotel / Spa House;;;***;;3;Summer
99;Europa;Europe;Frankreich;France;Île-de-France;;10.11.22;20.11.22;Herbst;Autumn;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;4;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;11;2;€;;200;200;200;0;0;100;700;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Andere;Other;Ami;Friend;;;3;Winter
24327;Europa;Europe;Frankreich;France;Île-de-France;;19.12.23;02.01.24;Winter;Winter;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;15;1;CHF;;200;200;150;100;0;50;700;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.);Free apartment/house (own or from friends / relatives etc.);;;;;15;Winter
12279;Europa;Europe;Schweiz;Switzerland;Jura;;22.06.23;25.06.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;3;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;;2;;4;2;CHF;;200;0;150;0;100;0;450;;;;;;;;;;Ja;Yverdon-les-Bains;;Yverdon-les-Bains;695;Yverdon-les-Bains Région;Campingplatz;Campsite;;;;;3;Summer
16504;Europa;Europe;Schweiz;Switzerland;Luzern;;25.07.23;30.07.23;Sommer;Summer;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;2;;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;6;2;CHF;;200;100;500;0;50;50;900;;;;;;;;;;Ja;Yverdon-les-Bains;;Yverdon-les-Bains;695;Yverdon-les-Bains Région;Campingplatz;Campsite;;;;;3;Summer
8979;Europa;Europe;Schweiz;Switzerland;Obwalden;;08.04.23;10.04.23;Frühling;Spring;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;2;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;3;2;CHF;;200;100;100;0;0;50;450;;;;;;;;;;Ja;Yverdon-les-Bains;;Yverdon-les-Bains;695;Yverdon-les-Bains Région;Hotel / Kurhaus;Hotel / Spa House;;;****;;1;Winter
9021;Europa;Europe;Schweiz;Switzerland;Obwalden;;14.04.23;17.04.23;Frühling;Spring;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;2;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;4;2;CHF;;200;100;200;100;100;0;700;;;;;;;;;;Ja;Yverdon-les-Bains;;Yverdon-les-Bains;695;Yverdon-les-Bains Région;Campingplatz;Campsite;;;;;1;Winter
10564;Nord- und Mittelamerika;North and Central America;Kanada;Canada;Ontario;;06.04.23;26.04.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;;8;;21;8;$;;200;300;300;150;150;3000;4100;;;;;;;;;;Ja;Nyon;;Nyon;313;Nyon Région Tourisme;Gemietete Wohnung / Haus;Rented apartment / house;;;;;21;Winter
24323;Südamerika;South America;Brasilien;Brazil;Parana;;23.12.23;31.12.23;Winter;Winter;Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz;Round trip through Europe: only one overnight stay in Switzerland;;;34;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;3;;9;3;CHF;;200;300;300;0;0;30;830;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.);Free apartment/house (own or from friends / relatives etc.);;;;;9;Winter
15832;Europa;Europe;Frankreich;France;Pays de la Loire;;01.08.23;08.08.23;Sommer;Summer;Rundreise durch Europa: nur ein Übernachtungsort in der Schweiz;Round trip through Europe: only one overnight stay in Switzerland;;;11;Nein;Non;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;8;1;CHF;;200;0;100;50;0;50;400;;;;;;;;;;Ja;Château-d'Oex;;Château-d'Oex;411;Pays d'Enhaut Tourisme;Campingplatz;Campsite;;;;;4;Summer
15286;Europa;Europe;Tschechien;Czechia;Praha;;30.07.23;06.08.23;Sommer;Summer;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;3;19;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;8;2;CHF;;200;70;400;40;80;0;790;;;;;;;;;;Ja;Vallorbe;;Vallorbe;694;Yverdon-les-Bains Région;Andere;Other;We slept outside of Switzerland and we're in Vallorbe during the day;We slept outside of Switzerland and we're in Vallorbe during the day;;;0;Summer
1547;Europa;Europe;Italien;Italy;Regione Puglia;;01.10.22;02.10.22;Herbst;Autumn;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;2;2;CHF;;200;120;50;20;0;0;390;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Hotel / Kurhaus;Hotel / Spa House;;;***;;2;Summer
10701;Europa;Europe;Polen;Poland;Slaskie;;10.09.22;17.09.22;Herbst;Autumn;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;3;14;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;8;2;€;;200;30;150;20;100;50;550;;;;;;;;;;Ja;Montreux;;Montreux;289;Montreux Riviera;Campingplatz;Campsite;;;;;5;Summer
14229;Europa;Europe;Schweiz;Switzerland;Waadt;;15.07.23;16.07.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;3;;2;3;CHF;;200;30;30;0;0;0;260;;;;;;;;;;Ja;Leysin;;Leysin;7;Aigle-Leysin-Les Mosses;Serviced Apartments / Chalets / Villas (Service während Aufenthalt);Serviced Apartments / Chalets / Villas (service during stay);;;;;2;Summer
10592;Europa;Europe;Schweiz;Switzerland;Wallis;;12.04.23;03.05.23;Frühling;Spring;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;5;9;Nein;Non;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;22;1;CHF;;200;600;600;100;50;190;1740;;;;;;;;;;Ja;Yverdon-les-Bains;;Yverdon-les-Bains;695;Yverdon-les-Bains Région;Campingplatz;Campsite;;;;;5;Winter
22218;Europa;Europe;Schweiz;Switzerland;Zug;;06.10.23;08.10.23;Herbst;Autumn;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;3;2;CHF;;200;30;200;0;0;0;430;;;;;;;;;;Ja;Morges;;Morges;295;Morges Région;Hotel / Kurhaus;Hotel / Spa House;;;****;;3;Summer
22321;Europa;Europe;Schweiz;Switzerland;Zürich;;30.09.23;15.10.23;Herbst;Autumn;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;6;15;Nein;Non;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;16;1;CHF;;200;30;400;0;50;0;680;;;;;;;;;;Ja;Morges;;Morges;295;Morges Région;Campingplatz;Campsite;;;;;2;Summer
5441;Europa;Europe;Slowakei;Slovakia;;;03.03.23;08.03.23;Winter;Winter;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;6;2;€;;200;150;300;0;0;80;730;;;;;;;;;;Ja;Montreux;;Montreux;289;Montreux Riviera;Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.);Free apartment/house (own or from friends / relatives etc.);;;;;6;Winter
8640;Europa;Europe;Nordmazedonien;North Macedonia;;;15.03.23;26.03.23;Winter;Winter;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;3;;Nein;Non;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;1;;12;1;CHF;;200;300;300;50;70;200;1120;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Kostenlose Wohnung/Haus (eigene oder von Freunden / Verwandten etc.);Free apartment/house (own or from friends / relatives etc.);;;;;2;Winter
13797;Europa;Europe;Irland;Ireland;;;27.06.23;30.06.23;Sommer;Summer;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;4;24;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;5;;4;5;€;;200;0;300;100;150;200;950;;;;;;;;;;Ja;Château-d'Oex;;Château-d'Oex;411;Pays d'Enhaut Tourisme;Campingplatz;Campsite;;;;;1;Summer
13904;Europa;Europe;Irland;Ireland;;;26.06.23;29.06.23;Sommer;Summer;Rundreise durch Europa: mehrere Übernachtungsorte in der Schweiz;Round trip through Europe: several places to stay in Switzerland;;2;24;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;5;;4;5;€;;200;0;300;100;0;150;750;;;;;;;;;;Ja;Château-d'Oex;;Château-d'Oex;411;Pays d'Enhaut Tourisme;Campingplatz;Campsite;;;;;2;Summer
12526;Europa;Europe;Deutschland;Germany;Hamburg;;27.05.23;29.05.23;Frühling;Spring;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;2;;Nein;Non;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;3;;3;3;€;;190;0;420;50;0;0;660;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Gemietete Wohnung / Haus;Rented apartment / house;;;;;0;Summer
11856;Europa;Europe;Frankreich;France;Auvergne-Rhône-Alpes;;10.06.23;11.06.23;Frühling;Spring;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;2;2;€;;180;0;150;0;0;30;360;;;;;;;;;;Ja;Vevey;;Vevey;290;Montreux Riviera;Bed & Breakfast;Bed & Breakfast;;;;;2;Summer
11501;Europa;Europe;Deutschland;Germany;Baden-Württemberg;;27.05.23;29.05.23;Frühling;Spring;Rundreise nur innerhalb der Schweiz (mehrere Übernachtungsorte in der Schweiz);Round trip only within Switzerland (several overnight locations in Switzerland);;2;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;3;;3;3;€;;180;60;400;30;0;30;700;;;;;;;;;;Ja;Lausanne;;Lausanne;253;Lausanne Tourisme;Gemietete Wohnung / Haus;Rented apartment / house;;;;;2;Summer
13227;Europa;Europe;Vereinigtes Königreich;United Kingdom;England;West Sussex;24.06.23;02.07.23;Sommer;Summer;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;9;2;CHF;;180;120;350;0;0;0;650;;;;;;;;;;Ja;Nyon;;Nyon;313;Nyon Région Tourisme;Andere;Other;Family;family;;;9;Summer
7802;Europa;Europe;Frankreich;France;Grand Est;;02.03.23;03.03.23;Winter;Winter;Ferien mit nur einem Übernachtungsort in der Schweiz;Holidays with only one overnight stay in Switzerland;;;;Nein;Non;Trifft nicht zu;Not applicable;Trifft zu;Applies;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;Trifft nicht zu;Not applicable;;2;;2;2;CHF;;180;0;200;0;100;0;480;;;;;;;;;;Ja;Vevey;;Vevey;290;Montreux Riviera;Hotel / Kurhaus;Hotel / Spa House;;;***;;2;Winter
